,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.9,305,6,18.888817386408334,,,,*,*,*
KP.3.1.10,51,8,16.450958038916824,-18.842803397165753,59.685606794331505,9.012443278311132e-13,,,
JN.1.7.1,120,8,15.37791805295106,-14.62208194704894,51.24416389409788,6.16221334914062e-11,,,
KP.3.3,1715,8,14.11958452411892,-4.150811029135806,30.30162205827161,2.1717006232328283e-06,,,
JN.1.10,28,8,13.95253600034539,-16.04746399965461,54.09492799930922,1.4820644625637404e-11,,,
MC.10.1,650,7,13.87731979064074,-6.122680209359262,34.245360418718526,3.0134802827863115e-07,,*,
MC.1,932,7,13.850540083625674,-6.149459916374335,34.298919832748666,2.9390771895034365e-07,,*,
MU.2.1,37,8,13.759752308995274,-16.24024769100474,54.48049538200948,1.2194940052706159e-11,,,
KP.1.1,593,7,13.364869626776482,-6.635130373223547,35.27026074644709,1.809581586651114e-07,,*,
JN.1.32.1,55,8,13.335345600246583,-16.664654399753417,55.32930879950683,7.972683337929069e-12,,,
