,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.31,66,39,246.09688397727163,,,,*,*,*
XEC.2.2,273,39,245.650944900219,253.8136318788512,-267.6272637577024,1.5575213056225115e-07,,*,
XEC.9,305,39,244.7002942650599,268.1050493837229,-296.21009876744586,0.2503237997916913,*,*,
XEC.18,165,39,238.97447871928375,262.2765324497832,-284.5530648995664,0.0007354705937700686,*,*,
XEC.33,169,32,238.97035665096868,256.0228595332151,-272.04571906643025,1.4197922498172783e-06,,,
XEC.39,155,39,238.16356144436412,260.707696188113,-281.415392376226,0.00015377808519875867,*,*,
XEC.40,52,43,238.11056462180363,256.8753113831399,-273.7506227662798,3.321812467673896e-06,,,
XEK.1,88,43,237.99633246135474,239.7347365786585,-239.469473157317,1.1955498545925678e-13,,,
XEC.2.1,265,43,237.81062961895023,240.6909635653806,-241.3819271307612,3.106840237543412e-13,,,
XEC.25,13,43,237.72054997439952,254.81938481521155,-269.6387696304231,4.2550037824114534e-07,,,
