,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFJ.1,59,18,180.3123871193643,,,,*,*,*
LF.7.9,20,30,176.41792780125988,172.80323503138288,-35.606470062765766,0.0005503258503435196,*,,
XFJ.3,14,18,172.65853604114682,172.65853604114682,-35.317072082293635,0.00047604412902227015,*,*,
JN.1.4,8971,15,151.56721434169012,148.5220497513292,12.955900497341588,1.562350318557754e-14,,,
JN.1,17255,18,141.6212308090572,141.6212308090572,26.75753838188558,1.5745138861118057e-17,,*,
LF.7.1,165,30,140.78827561145653,131.49882350170571,47.00235299658857,6.339957378985226e-22,,,
LF.7.9.1,48,30,135.66721941449595,123.42923735172758,63.14152529654484,1.9830326708157763e-25,,,
PY.2,17,30,134.2359745613483,121.99799249858003,66.00401500283994,4.745574112270743e-26,,,
LF.7,58,30,129.16816675192834,125.53608223933946,58.92783552132107,1.6274953400778923e-24,,,
LF.7.2.1,67,30,128.10707278362077,124.4923800137439,61.015239972512205,5.723767971813186e-25,,,
