,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFG.2,500,5,294.4334540955176,,,,*,*,*
XFG.3,480,6,287.86639799958493,277.8663979995848,-211.73279599916964,6.36415040522376e-08,,*,
LF.7,58,6,286.3504873598783,276.35048735987823,-208.70097471975646,1.3988923486703809e-08,,*,
XFG.3.1,87,6,267.08749265081497,257.0874926508148,-170.1749853016296,6.013137030864337e-17,,*,
XFG.1,14,6,237.1906776065193,227.19067760651922,-110.38135521303843,6.249820790525931e-30,,*,
LF.7.1,165,12,195.2852877449563,184.6608046995278,-25.321609399055603,2.115062713251483e-48,,,
LF.7.7.1,188,12,186.6073473651814,178.53000910105018,-13.060018202100366,4.603605232381673e-51,,,
LF.7.3,54,12,183.67536812193345,172.9933836683212,-1.9867673366424015,1.8166786724702457e-53,,,
LF.7.1.8,44,12,174.7242154348229,164.11808152806262,15.763836943874765,2.5404730419040862e-57,,,
LF.7.6,15,12,173.63079063056193,163.02465672380177,17.950686552396462,8.498888529021275e-58,,,
