--- Analyzing Designations by Continent (Percentages) ---

Continent: Africa (Total observed designations in this group: 1694)
  Designation: B.D.4.1.2, Percentage: 17.71%
  Designation: B.D, Percentage: 14.88%
  Designation: B.D.E.3, Percentage: 12.10%
  Designation: B.D.4, Percentage: 10.09%
  Designation: B.D.3, Percentage: 7.97%
  Designation: B.D.E.5, Percentage: 6.55%
  Designation: B.D.1, Percentage: 6.49%
  Designation: B.D.4.1.1.NmC1, Percentage: 5.31%
  Designation: B.D.4.1.3.NmC1, Percentage: 5.14%
  Designation: B.D.E.2, Percentage: 5.08%
  Designation: B.D.E.4, Percentage: 4.25%
  Designation: B.D.2, Percentage: 1.89%
  Designation: B.D.4.1.1, Percentage: 1.83%
  Designation: B, Percentage: 0.53%
  Designation: B.D.1.1, Percentage: 0.12%
  Designation: B.D.E.1, Percentage: 0.06%

Continent: Asia (Total observed designations in this group: 4219)
  Designation: B.D.4, Percentage: 18.94%
  Designation: B.D.E.2, Percentage: 15.67%
  Designation: B.D.2, Percentage: 12.66%
  Designation: B.D.E.3, Percentage: 10.24%
  Designation: B.D, Percentage: 8.25%
  Designation: B.D.4.1.1.NmC1, Percentage: 7.61%
  Designation: B.D.E.4, Percentage: 6.76%
  Designation: B.D.4.1.3.NmC1, Percentage: 6.21%
  Designation: B.D.3, Percentage: 5.17%
  Designation: B.D.1, Percentage: 2.35%
  Designation: B.D.4.1.1, Percentage: 1.75%
  Designation: B.D.E.1, Percentage: 1.35%
  Designation: B.D.4.1.2, Percentage: 1.28%
  Designation: B.D.4.1, Percentage: 1.14%
  Designation: B.3, Percentage: 0.38%
  Designation: B.D.E.1.2, Percentage: 0.14%
  Designation: B.D.E.5, Percentage: 0.05%
  Designation: B.D.1.1, Percentage: 0.02%
  Designation: B.D.E.6, Percentage: 0.02%
  Designation: B.D.E.7, Percentage: 0.02%

Continent: Europe (Total observed designations in this group: 4539)
  Designation: B.D.4, Percentage: 14.61%
  Designation: B.D.E.1, Percentage: 12.54%
  Designation: B.D.2, Percentage: 11.52%
  Designation: B.D.E.4, Percentage: 11.46%
  Designation: B.D.E.3, Percentage: 8.04%
  Designation: B.D.4.1.1.NmC1, Percentage: 7.62%
  Designation: B.D.E.2, Percentage: 7.07%
  Designation: B.D.1, Percentage: 6.74%
  Designation: B.D.4.1.2, Percentage: 4.63%
  Designation: B.D, Percentage: 2.27%
  Designation: B.D.E.1.2, Percentage: 2.14%
  Designation: B.D.1.1, Percentage: 1.96%
  Designation: B.D.3, Percentage: 1.92%
  Designation: B.D.4.1.1, Percentage: 1.87%
  Designation: B.D.E.1.8, Percentage: 1.67%
  Designation: B.D.4.1.3.NmC1, Percentage: 1.15%
  Designation: B.D.4.1, Percentage: 0.82%
  Designation: B.D.E.1.1, Percentage: 0.55%
  Designation: B.D.E.1.7, Percentage: 0.48%
  Designation: B.D.E.5, Percentage: 0.42%
  Designation: B.D.E.7, Percentage: 0.37%
  Designation: B.D.E.6, Percentage: 0.15%

Continent: NorthAmerica (Total observed designations in this group: 3414)
  Designation: B.D.4.1.1.NmC1, Percentage: 41.36%
  Designation: B.D.4.1.3.NmC1, Percentage: 20.94%
  Designation: B.D.E.1, Percentage: 14.35%
  Designation: B.D.E.4, Percentage: 8.08%
  Designation: B.D.4.1.2, Percentage: 6.06%
  Designation: B.D.1, Percentage: 3.49%
  Designation: B.D.E.1.2, Percentage: 1.52%
  Designation: B.D.E.3, Percentage: 1.23%
  Designation: B.D.4, Percentage: 0.94%
  Designation: B.D.E.5, Percentage: 0.79%
  Designation: B.D, Percentage: 0.35%
  Designation: B.D.E.6, Percentage: 0.23%
  Designation: B.D.E.1.7, Percentage: 0.21%
  Designation: B.D.1.1, Percentage: 0.18%
  Designation: B.D.E.7, Percentage: 0.12%
  Designation: B.D.3, Percentage: 0.06%
  Designation: B.D.E.1.1, Percentage: 0.06%
  Designation: B.D.2, Percentage: 0.03%

Continent: Oceania (Total observed designations in this group: 489)
  Designation: B.D.4.1.2, Percentage: 30.06%
  Designation: B.D.E.4, Percentage: 20.65%
  Designation: B.D.2, Percentage: 16.77%
  Designation: B.D.E.2, Percentage: 12.88%
  Designation: B.D.E.5, Percentage: 7.16%
  Designation: B.D.4.1.1, Percentage: 4.09%
  Designation: B.D.4, Percentage: 3.68%
  Designation: B.D.4.1.1.NmC1, Percentage: 2.86%
  Designation: B.D.4.1.3.NmC1, Percentage: 0.82%
  Designation: B.D.E.1, Percentage: 0.41%
  Designation: B.D.1, Percentage: 0.20%
  Designation: B.D.E.6, Percentage: 0.20%
  Designation: B.D.E.7, Percentage: 0.20%

Continent: SouthAmerica (Total observed designations in this group: 596)
  Designation: B.D.4.1.2, Percentage: 18.96%
  Designation: B.D.E.4, Percentage: 17.95%
  Designation: B.D.3, Percentage: 11.91%
  Designation: B.D, Percentage: 9.56%
  Designation: B.D.4.1.1, Percentage: 8.39%
  Designation: B.D.E.1.1, Percentage: 6.88%
  Designation: B.D.4, Percentage: 6.04%
  Designation: B.D.E.3, Percentage: 5.70%
  Designation: B.D.4.1.1.NmC1, Percentage: 5.37%
  Designation: B.D.1, Percentage: 4.87%
  Designation: B.D.E.1, Percentage: 1.85%
  Designation: B.D.E.1.2, Percentage: 1.68%
  Designation: B.D.1.1, Percentage: 0.34%
  Designation: B.D.2, Percentage: 0.34%
  Designation: B.D.E.5, Percentage: 0.17%


--- Analyzing Designations by Country (Percentages) ---

