,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
A.D.3.NmC2,0,74,47.194793804260776,,,,*,*,*
A.D.2.2.1,40,54,32.94949784438223,-27.42109903786787,212.84219807573572,3.936563241014711e-33,,,
A.D.2.2,545,6,0.4891788804995569,-463.5903034261287,1085.1806068522574,1.4753432058800566e-222,,,
