,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.2,921,16,279.3813717645807,,,,*,*,*
XEC.18,165,5,266.7145055425158,257.16463597620833,-248.32927195241666,2.077200587724152e-12,,,
XEC.24,11,5,261.3096021909198,257.23038882853336,-248.46077765706673,2.2167033526459722e-12,,,
XEC.31,66,16,258.6701684391337,263.35845269628965,-260.7169053925793,1.0184336777060137e-09,,*,
XEC.29,135,16,258.2298424426267,262.9486616440442,-259.8973232880884,6.758837649568308e-10,,*,
XEC.9,305,16,258.1012038217105,262.7836803440242,-259.56736068804844,5.730775890021381e-10,,*,
XEC.28,39,16,258.02763839262377,262.6678383741525,-259.335676748305,5.108219606682552e-10,,*,
XEC.19,59,16,257.7767169319595,262.44335038020637,-258.88670076041274,4.078996204920686e-10,,*,
XEC.14,193,16,257.7389925423661,262.4316737530612,-258.8633475061224,4.0182678630630037e-10,,*,
XEC.17,13,16,256.74136835059716,261.46018755201453,-256.92037510402906,1.5232571894431774e-10,,*,
