,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XDP.3,26,4,252.80349948494992,,,,*,*,*
XDP.1,94,5,243.7119106985704,231.38783269838882,-188.77566539677764,5.007070081429812e-10,,*,
JN.1.4,8971,4,225.2778505783535,225.27785057835345,-176.5557011567069,1.1118453539056998e-12,,*,
JN.1,17255,3,222.19301587091243,221.1208292065671,-168.2416584131342,1.735319075914708e-14,,*,
BA.2.86.1,1343,3,219.54064535775018,218.4567293867622,-162.91345877352438,1.2077708585761271e-15,,*,
JN.1.4.9,60,4,212.28133675605764,212.2813367560576,-150.56267351211523,2.513136749448311e-18,,*,
JN.1.4.5,1757,4,208.51000812690523,208.51000812690526,-143.02001625381052,5.793298739773505e-20,,*,
JN.1.4.6,167,4,207.85476187106008,207.85476187106005,-141.7095237421201,3.009283046570893e-20,,*,
JN.1.18,431,3,205.93155553075852,204.86575948500624,-135.73151897001247,1.5132913078781016e-21,,*,
JN.1.40,26,3,198.8614619188466,197.77456309702657,-121.54912619405314,1.2611729893811265e-24,,*,
