,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
LB.1.7,1971,17,18.79106576796289,,,,*,*,*
JN.1,17255,17,15.216480569059144,-5.280362523204404,122.5607250464088,1.1445367843513121,*,*,
JN.1.4,8971,17,15.116107436071076,-4.483100328253329,120.96620065650666,2.534509177617854,*,*,
KP.2.3,4440,17,10.63999102594397,-11.903808263471298,135.80761652694258,0.001518549008067881,*,*,
JN.1.1,3081,33,10.526856881946898,-19.939366305355755,151.8787326107115,4.918952744107828e-07,,,
BA.2.86.1,1343,17,7.35531814448332,-18.370930268781912,148.7418605375638,2.3643675322731187e-06,,*,
JN.1.4.5,1757,39,6.345756605860373,-36.79416731539991,185.5883346307998,2.354177246579548e-14,,,
LF.7.6,15,43,5.231570655183745,-94.24493195398705,300.4898639079741,2.6401048354506706e-39,,,
JN.1.7.1,120,43,4.761567025938007,-50.40773970101081,212.81547940202162,2.876867014644828e-20,,,
B.1.1.318,1569,43,4.724561829944491,-302.58046105801316,717.1609221160263,8.767591061426848e-130,,,
