,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.E.5,276,336,3.4546940647292956,,,,*,*,*
B.D.NmC1,0,337,0.06974262860410363,-3.143770728920823,18.287541457841648,47.70327243268871,*,*,
B.D.4.1.1.NmC1,0,335,0.0,-40.0,92.0,4.705708729287793e-15,,*,
B.3,60,335,0.0,-19.984157019356573,51.968314038713146,2.317549918343691e-06,,*,
B.D,150,335,0.0,-40.0,92.0,4.705708729287793e-15,,*,
B.D.1,334,335,0.0,-21.87160681880399,55.74321363760798,3.518714242828758e-07,,*,
B.D.1.1,115,335,0.0,-40.0,92.0,4.705708729287793e-15,,*,
B.D.1.NmC1,0,335,0.0,-23.5763053937929,59.1526107875858,6.396050841882371e-08,,*,
B.D.2,1269,335,0.0,-40.0,92.0,4.705708729287793e-15,,*,
B.D.3,433,335,0.0,-29.353043753121774,70.70608750624355,1.975558078718782e-10,,*,
