,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.3,433,9,5.274683726915874,,,,*,*,*
B.D.NmC1,1726,7,0.0,-10.51920214816356,37.038404296327116,3.947552043435647e-07,,,
B.D.E.7,23,7,0.0,-37.98640828620069,91.97281657240138,4.660472169291194e-19,,,
B.3,60,7,0.0,-29.956734583114393,75.9134691662288,1.4315766579536592e-15,,,
B.D,150,7,0.0,-17.38203949801173,50.76407899602346,4.1406423381329424e-10,,,
B.D.1,334,7,0.0,-32.89582210281676,81.79164420563352,7.568134326753196e-17,,,
B.D.1.1,115,7,0.0,-40.0,96.0,6.213360294856828e-20,,,
B.D.1.NmC1,605,7,0.0,-32.43385689362158,80.86771378724316,1.1988484701953475e-16,,,
B.D.2,1269,7,0.0,-40.0,96.0,6.213360294856828e-20,,,
B.D.4,1413,7,0.0,-40.0,96.0,6.213360294856828e-20,,,
