,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
A.2.1,366,14,238.55477315189174,,,,*,*,*
A.D.3.12,401,6,84.9314419656368,70.8810574766888,2168.2378850466225,1.5124211669889838e-73,,,
A.D.5.3,354,462,41.01312966353018,-76.17020343458317,2462.340406869166,2.0733335864899563e-137,,,
A.D.3.3,1219,430,37.03810911603625,-136.7892860622404,2583.5785721244806,9.76647156644601e-164,,,
A.D.5.1,539,462,22.782450393951663,-157.96804084487192,2625.936081689744,6.185581925320018e-173,,,
A.D.3.1,46,508,9.545506368626432,-928.3576823462859,4166.715364692572,0.0,,,
A.D.1.10,52,508,8.8486151864061,-1382.386155188013,5074.772310376025,0.0,,,
A.D.1.9,133,508,7.840050124014341,-1357.2646864459318,5024.529372891864,0.0,,,
A.D.1.5,246,508,6.88071259493494,-791.4632312873962,3892.9264625747924,0.0,,,
A.D.3.2,47,508,6.837560685017985,-1312.6864597973567,4935.3729195947135,0.0,,,
