,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
A.3.1.1,731,6,2.143234054338179,,,,*,*,*
A.3,202,8,1.5179231241323907,0.8443666258617871,10.311266748276426,0.27253179303401254,*,,
