,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.3,60,316,5.018741213952012,,,,*,*,*
B.D.1.NmC1,605,320,2.009433544737732,-5.120390320253619,30.24078064050724,3.94688028255436e-05,*,,
B.D.E.4,1372,320,0.49749001392279446,-1.1570252521648094,22.314050504329618,0.0020808059174495315,*,,
B.D.NmC1,1726,320,0.2679529505652454,-12.593994250971244,45.187988501942485,2.2382196348088257e-08,,,
B.D.4.1.2,1305,313,-5.817377507647539,-9.963206142868383,39.92641228573677,3.1052544203766845e-07,,,
B.D.E.5,276,316,-8.638031500524662,-10.01313514253754,40.02627028507508,2.9538093752232096e-07,,*,
B.D,150,320,-10.0,-50.0,120.0,1.2738479886464621e-24,,,
B.D.1,334,320,-10.0,-21.764330839628805,63.52866167925761,2.3303561638765247e-12,,,
B.D.1.1,115,320,-10.0,-50.0,120.0,1.2738479886464621e-24,,,
B.D.2,1269,320,-10.0,-50.0,120.0,1.2738479886464621e-24,,,
