,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
BN.1,1200,39,45.24063083692132,,,,*,*,*
BN.5,38,39,38.58081872081074,38.58081872081075,-23.161637441621494,0.0012811463703842137,*,*,
CA.1,146,39,38.56020008294745,38.56020008294746,-23.12040016589492,0.0012557779725623718,*,*,
BL.2,78,39,38.52920510146713,38.52920510146711,-23.058410202934226,0.0012186641246017533,*,*,
BY.1,185,39,38.50470083045652,38.50470083045652,-23.009401660913042,0.0011885752001574228,*,*,
BA.2.75.2,753,39,38.49115382703293,38.49115382703291,-22.98230765406582,0.0011708796207911764,*,*,
BL.1,236,39,38.47795112741764,38.47795112741763,-22.955902254835266,0.0011592291739045935,*,*,
BA.2.75.1,232,39,38.46306456421114,38.46306456421113,-22.92612912842226,0.0011419704999496095,*,*,
BA.2.75.7,19,39,38.41861705699993,38.41861705699992,-22.83723411399984,0.0010917209222795128,*,*,
BA.2.75.5,297,39,38.403279662137045,38.403279662137045,-22.80655932427409,0.0010754673152520147,*,*,
