,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
A.D.4.NmC1,2189,12,39.79100385057891,,,,*,*,*
A.3.1,1992,52,8.631978701569661,-246.7348509868571,629.4697019737142,3.662465755464592e-125,,,
A.3.1.NmC1,266,64,7.551960681240775,-390.95247834282986,917.9049566856597,8.550566028153142e-188,,,
A.3.1.1,731,64,6.459767061417548,-174.50303370389935,485.0060674077987,8.56769505569713e-94,,,
A.D.4.NmC3,1653,59,2.9451556158925345,-40.36097356157076,216.72194712314152,1.5534499857803755e-35,,,
