,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.1.20,87,41,12.776520443079157,,,,*,*,*
B.1.20.NmC1,92,46,6.661740372509552,-2.7273176857085586,103.45463537141711,1.8553913626159784e-07,,,
F.1.NmC1,79,46,5.836227092463641,-3.552830965754473,105.10566193150895,8.090420795158401e-08,,,
F.5,17,52,3.6774829789620944,-17.022505844438804,132.0450116888776,1.1429426503964297e-13,,,
F.4,113,51,3.6147139933348322,-17.634215310784086,133.26843062156817,6.210188823952126e-14,,,
F.2.NmC1,41,61,2.541521921348138,-26.728199884740683,151.45639976948138,6.969417674696333e-18,,,
F.6,33,61,2.5107502626813845,-31.018173509898446,160.0363470197969,9.551534859784892e-20,,,
F.2.NmC2,36,61,2.4851801674147453,-52.645029249884885,203.29005849976977,3.8766357269772935e-29,,,
F.1,127,61,2.4680194593552116,-10.497455067098524,118.99491013419706,7.833708484194273e-11,,,
F.3,76,61,2.407998054213693,-12.188547531545433,122.37709506309086,1.4382628381259606e-11,,,
