,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.4,1413,10,2.8977473850716486,,,,*,*,*
B.D.E.3.NmC1,0,11,2.0292989839238897,-7.97070101607611,19.94140203215222,1.9020370909727005e-05,*,*,
B.D.E.4,1372,11,1.0728541588263738,-8.927145841173644,21.854291682347288,7.319269719965135e-06,,*,
B.D.E.2,853,11,0.854972239060563,-9.145027760939437,22.290055521878873,5.873851537629593e-06,,*,
B.D.NmC1,0,12,0.0,-20.0,44.0,1.1341130933749783e-10,,,
B.D.4.1.2,1305,12,0.0,-20.0,44.0,1.1341130933749783e-10,,,
B.3,60,12,0.0,-20.0,44.0,1.1341130933749783e-10,,,
B.D,150,12,0.0,-20.0,44.0,1.1341130933749783e-10,,,
B.D.1,334,12,0.0,-20.0,44.0,1.1341130933749783e-10,,,
B.D.1.1,115,12,0.0,-20.0,44.0,1.1341130933749783e-10,,,
