,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
BA.2.86.1,1343,25,142.53868711656085,,,,*,*,*
JN.2,574,25,142.53506211740498,138.3171154543507,-32.6342309087014,0.99004983374917,*,*,
JN.1.18.3,97,38,136.65614923777682,127.08132643210648,-10.162652864212959,1.3072497004883083e-05,*,,
BA.2.86.3,80,38,133.22142419474758,108.98046196063086,26.039076078738276,1.8014757838891866e-13,,,
JN.3,321,25,131.65090145845969,127.43128888008087,-10.862577760161741,1.8550756278712127e-05,*,*,
JN.18,316,26,130.24334861776006,117.60847008779547,8.783059824409065,1.0083000932973767e-09,,*,
JN.3.2.1,13,25,128.97405146376047,144.21110985936363,-44.42221971872726,359.6027679966053,*,*,
JN.1,17255,26,125.12829421191752,118.00653179798218,7.986936404035646,1.4967047181947082e-09,,*,
JN.1.4.6,167,38,121.75952138230582,105.91858763305092,32.16282473389816,8.446704750118584e-15,,,
JN.1.4,8971,40,120.45917395214427,103.51530425071252,36.969391498574964,7.624459905389723e-16,,,
