,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
LF.7.9,20,141,335.5935659283315,,,,*,*,*
LF.7.6.2,17,121,238.27971963782295,221.15959422351816,-116.31918844703631,2.0022161652254656e-50,,,
XFJ.1,59,141,196.03227654921824,196.03227654921824,-66.06455309843648,2.4416906107483854e-61,,*,
XFJ.3,14,141,190.87422847236917,190.87422847236917,-55.74845694473834,1.4089727018874873e-63,,*,
LF.7,58,121,151.03710824199436,134.06540283280782,57.86919433438436,2.9966295791324355e-88,,,
LF.7.9.1,48,121,143.11641625964094,117.57246261911546,90.85507476176909,2.0556330097032236e-95,,,
LF.7.2.1,67,121,138.660760092136,121.66778985331645,82.6644202933671,1.2403748700012258e-93,,,
LF.7.1,165,123,136.2676381691224,128.4738307743574,69.05233845128521,1.1192494978208081e-90,,,
PY.1,82,121,135.28881111397703,102.94911295432284,120.10177409135432,9.195180475129257e-102,,,
PC.3.1,27,121,134.59056184055697,117.47043642625219,91.05912714749562,1.860013664929364e-95,,,
