,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.4.1.2,1305,267,23.02012887488948,,,,*,*,*
B.3,60,303,3.568048894634135,-85.86600325407791,435.7320065081558,2.9338899917654274e-45,,,
B.D.E.4,1372,319,2.377428924437986,-71.4390405445324,406.87808108906484,5.396867144394775e-39,,,
B.D.E.5,276,326,1.3739819474373647,-94.70297553802648,453.40595107605293,4.2489400707231654e-49,,,
B.D.NmC1,0,329,0.0,-339.2703974984301,942.5407949968602,2.600462760706414e-155,,,
B.D,150,329,0.0,-710.0,1684.0,2.5648228e-316,,,
B.D.1,334,329,0.0,-213.458750413905,690.91750082781,1.1314605264023536e-100,,,
B.D.1.1,115,329,0.0,-710.0,1684.0,2.5648228e-316,,,
B.D.1.NmC1,0,329,0.0,-64.97062065605598,393.94124131211197,3.483589918299225e-36,,,
B.D.2,1269,329,0.0,-710.0,1684.0,2.5648228e-316,,,
