,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFG.3,480,134,287.9980314468178,,,,*,*,*
LF.7,58,139,281.0134378753046,284.70442494657027,-247.40884989314054,4.882614057428988e-08,,,
XFG.2,500,134,264.61168769651704,278.17580375833825,-234.3516075166765,7.123762472040435e-11,,*,
XFG.3.1,87,134,238.03517977707227,250.99209566689933,-179.98419133379866,1.112791859054178e-22,,*,
XFG.1,14,134,222.18504387440979,235.87019826460806,-149.74039652921613,3.0191269398525014e-29,,*,
LF.7.1.8,44,134,213.86431385789922,211.34999622805645,-100.69999245611291,6.7761135830561895e-40,,*,
LF.7.7.1,188,134,188.19942639646803,192.5103091496745,-63.020618299348996,4.4552557367757675e-48,,*,
LF.7.1,165,134,183.90439622036956,193.08300762648986,-64.16601525297972,7.917570975033135e-48,,*,
LF.7.6,15,134,180.18402981466107,177.69988306245168,-33.39976612490335,1.6480537095102907e-54,,*,
LF.7.3,54,134,170.0776229000998,167.69883666354824,-13.39767332709647,7.482152265656875e-59,,*,
