,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFJ.1,59,14,290.44836713943556,,,,*,*,*
XFJ.3,14,14,270.80971429150395,285.91857264841275,-257.8371452968255,2.939577421824035e-09,,*,
LF.7.9,20,1,229.8373140857789,240.08189129322673,-166.16378258645346,3.6326692071167855e-29,,,
LF.7,58,1,182.88239973992373,180.20648202319595,-46.41296404639189,3.604489366055892e-55,,,
LF.7.2.1,67,1,168.12162358171412,178.36620078916206,-42.73240157832413,5.724557235467611e-56,,,
PC.3,42,17,158.30152523543944,169.86128985383425,-25.7225797076685,1.1589570277320425e-59,,,
LF.7.1,165,17,156.76630777187827,168.301276391422,-22.602552782843986,2.435386764981266e-60,,,
LF.7.9.1,48,20,156.73658538518,162.88679493709003,-11.773589874180061,1.0835858422105219e-62,,,
PY.2,17,20,155.30534053203237,161.49810969836125,-8.996219396722495,2.712473254226255e-63,,,
PC.4,10,1,153.51169409608067,163.75627130352854,-13.512542607057071,2.586422807497551e-62,,,
