,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.2,921,17,263.75003041845684,,,,*,*,*
XEC.14,193,17,256.3398984570824,256.33989845708237,-240.67979691416474,0.0006051706945350553,*,*,
XEC.9,305,2,255.7633463035991,248.81818902294197,-225.63637804588393,3.280827414028554e-07,,,
XEC.18,165,4,255.32985527332139,247.20558266972614,-222.41116533945228,6.525259639767629e-08,,,
XEC.31,66,17,254.10384663675288,254.1038466367528,-236.20769327350558,6.474850153299414e-05,*,*,
XEC.8,592,17,247.98533698542474,247.9853369854247,-223.97067397084942,1.4234672929327883e-07,,*,
KP.3.3,1715,8,247.34846352461906,241.87467892347325,-211.7493578469465,3.1608814543136926e-10,,,
XEC.40,52,17,246.8564758402739,246.8564758402739,-221.7129516805478,4.598272750466497e-08,,*,
XEC.2.1,265,17,246.67238431186246,246.67238431186243,-221.34476862372486,3.8216441812331934e-08,,*,
XEK.1.2,33,17,245.79904638299823,241.4122352929234,-210.82447058584683,1.9854606047973092e-10,,*,
