,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.4.NmC1,0,18,10.28827174216963,,,,*,*,*
B.D.1,334,3,1.1368485906284926,-4.392503769216302,48.7850075384326,4.191655029109787e-07,,,
B.D.4,1413,13,0.6184931719064461,-6.530151258095179,53.06030251619036,4.956405319172498e-08,,,
