,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFC.1,51,16,292.61980993279195,,,,*,*,*
XFC.1.1.1,21,16,277.5112469406601,265.92809460943977,-227.85618921887954,1.8886285484702161e-10,,*,
LP.8.1,1124,7,252.6088271750281,242.69093385021736,-181.38186770043473,1.5245539262305153e-20,,,
LP.8.1.1,2345,7,222.6981119039452,211.91620502381087,-119.83241004762175,6.5724926662485705e-34,,,
NY.7,36,16,221.26112709375298,216.96371379526556,-129.92742759053112,1.0254565036068708e-31,,*,
PF.2,56,16,201.01814242780614,196.7207291293188,-89.44145825863762,1.654342617187944e-40,,*,
JN.1.16.1,466,1,197.52131565492962,173.428008459421,-42.85601691884199,1.2703019774204108e-50,,,
NY.15,216,7,195.6699712654315,182.15281594121313,-60.30563188242627,7.818551996471718e-47,,,
NY.9,107,7,190.34904808455076,178.7733372252063,-53.54667445041258,2.662017951899833e-48,,,
LF.7,58,22,189.35928387110206,143.22433904110412,17.551321917791768,9.683718321164186e-64,,,
