,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFG.3,480,8,232.80072318664645,,,,*,*,*
LF.7,58,8,219.29986390780053,224.01868310921796,-86.03736621843592,1.3916784796421148e-06,,*,
XFG.2,500,8,206.20191784358803,210.8905371935758,-59.78107438715159,2.7621824663471565e-12,,*,
XFG.3.1,87,8,204.183727392168,208.9025465935854,-55.805093187170826,3.794703235298559e-13,,*,
XFG.1,14,8,142.4179611723536,147.13678037377113,67.72643925245774,5.659885825066097e-40,,*,
LF.7.1.8,44,16,140.64199857128855,138.70242564039611,84.59514871920777,1.228948589744014e-43,,,
LF.7.1,165,16,123.0555698762477,121.1770167174021,119.6459665651958,3.009698003596773e-51,,,
LF.7.7.1,188,34,121.19512028612957,114.6894937764778,132.6210124470444,4.5932830125448034e-54,,,
LF.7.3.1,26,16,113.05026868850412,115.71767462714726,130.56465074570548,1.2866088115542925e-53,,,
LF.7.1.5,40,54,111.61114502011593,79.90123851632167,202.19752296735666,3.572877939643562e-69,,,
