,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.4,192,7,251.07041458470775,,,,*,*,*
XEC.18,165,16,246.22444740915418,223.99971445657997,-143.99942891315993,2.0707802424353627e-05,*,,
KP.3.3,1715,7,245.51484274960148,235.51484274960148,-167.02968549920297,2.075080607674131,*,*,
XEC.31,66,16,243.88702877714016,213.73628007302617,-123.47256014605233,7.212754592084551e-10,,,
XEK.1,88,14,243.29043260441955,209.30903923452877,-114.61807846905754,8.636704754646228e-12,,,
XEC.2,921,14,240.25042448670598,222.85130670078985,-141.7026134015797,6.556851660587022e-06,,,
MC.24.1,25,7,236.11543431121186,226.11543431121183,-148.23086862242366,0.00017165910422453013,*,*,
XEC.32,42,7,230.16539595153517,213.87899490308598,-123.75798980617196,8.33822971908215e-10,,*,
XEC.14,193,16,229.29214658469235,207.06401760796567,-110.12803521593133,9.148648915921756e-13,,,
XEC.24,11,16,227.04508206556383,204.83261920558152,-105.66523841116305,9.837398557926118e-14,,,
