,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
BA.1.16,3693,7,67.64057683174036,,,,*,*,*
BA.1,100419,7,66.27081556136591,66.27081556136588,-4.541631122731758,0.25410695955280027,*,*,
BA.1.9,133,7,62.120453758912674,62.12045375891268,3.759092482174637,0.00400584794209042,*,*,
BA.1.17,8522,7,61.27307850820855,56.857672403587806,14.284655192824388,2.0811600715958e-05,*,*,
BA.1.18,11506,7,61.06890897850378,55.48557902807034,17.02884194385932,5.261996713072584e-06,,*,
BA.1.13,393,7,60.62836644092735,60.62836644092737,6.743267118145255,0.0009028085883961136,*,*,
BA.1.1.17,193,7,59.92182438304316,59.921824383043166,8.156351233913668,0.00044386060390287364,*,*,
BA.1.1,312160,7,58.527650830561065,58.52765083056106,10.944698338877885,0.0001105547151311046,*,*,
BA.1.5,372,7,58.29482315316473,58.29482315316473,11.410353693670544,8.740133507166009e-05,*,*,
BA.1.17.2,47259,7,56.46129101565399,52.04716346708351,23.905673065832985,1.6872426880091014e-07,,*,
