,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.E.3.NmC1,0,40,4.8100541457241315,,,,*,*,*
B.D.4,1413,40,2.224314577144281,2.224314577144281,37.55137084571144,0.07539607960112797,*,*,
B.D.2,1269,50,2.0925625296453183,-22.154148901389284,86.30829780277857,1.9464770856647063e-12,,,
B.D.E.3,125,50,1.1352635107422588,-9.919677542267523,61.83935508453504,4.007211652541998e-07,,,
B.D.E.2,853,52,0.9838328499671061,-7.372931639791517,56.745863279583034,5.106481207748232e-06,,,
