,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XFJ.1,59,138,307.5544721862411,,,,*,*,*
XFJ.3,14,138,302.37860636727515,310.03756045870637,-300.07512091741273,0.0063139109028044205,*,*,
LF.7.9,20,138,262.3408789238454,269.83731408577887,-219.67462817155774,2.1851879865496517e-20,,*,
LF.7.2.1,67,138,210.98878334341313,218.41333672900555,-116.8266734580111,1.0187474736834365e-42,,*,
LF.7,58,138,197.57254513489298,205.12229993435926,-90.24459986871852,1.7144365146006464e-48,,*,
PC.3,42,146,192.77754279330412,190.8909564269348,-61.781912853869585,1.1326896454181141e-54,,,
LF.7.1,165,146,189.60417203072413,189.06784301446933,-58.135686028938665,1.8352489037389974e-55,,,
PC.4,10,138,185.95810052030714,193.5116940960806,-67.02338819216118,1.5558311877142993e-53,,*,
PC.3.1,27,138,183.58108893746436,191.16308198775948,-62.326163975518966,1.4912206632978643e-54,,*,
JN.1.4,8971,146,179.13971308230475,178.45694447289173,-36.91388894578347,4.504629202324644e-60,,,
