,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.2,921,7,222.1934762973545,,,,*,*,*
XEC.9,305,1,220.89189491987437,213.46658916303537,-114.93317832607073,3.17564435421808e-06,,,
XEC.8,592,5,215.67868455563257,202.88532876604762,-93.77065753209524,8.072280425208073e-11,,,
XEC.31,66,6,213.91534355300328,202.31722676171017,-92.63445352342035,4.56507992877148e-11,,*,
XEC.14,193,6,213.8797023208246,213.09938688285385,-114.1987737657077,2.2045216750777485e-06,,*,
KP.3.3,1715,1,213.0870694338454,211.94541686170302,-111.89083372340605,6.945511690001816e-07,,,
XEC.15,127,6,210.04697461238794,198.46351941619997,-84.92703883239994,9.714369770438327e-13,,*,
XEC.6,45,6,204.64588420952188,193.0558295066381,-74.11165901327621,4.343916649339853e-15,,*,
XEC.32,42,6,203.92731011160424,192.35972826457257,-72.71945652914513,2.167937803862728e-15,,*,
XEC.30,135,6,202.52207162203672,190.96220660153807,-69.92441320307614,5.346068804467835e-16,,*,
