,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.4.1.1,260,44,19.301862942978364,,,,*,*,*
B.D.4.1.3.NmC1,1269,39,5.615125658949029,-77.95019714809915,373.90039429619833,6.705265825422885e-34,,,
