,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
B.D.NmC1,0,50,2.7949130604359613,,,,*,*,*
B.D.4.NmC1,0,50,1.2683902489571324,1.2683902489570944,1.4632195020858112,0.2176210568652329,*,*,
B.D.1,334,50,1.0428022153556782,1.042802215355678,1.914395569288644,0.17377394345044514,*,*,
B.D.4.1.2,1305,50,0.9562248914107556,0.9562248914107497,2.0875502171785003,0.1588174261069207,*,*,
B.D.E.4,1372,49,0.8190736380502699,-0.17352750282848217,4.347055005656964,0.051303310331919136,*,*,
B.D.E.2,853,49,0.7835132750784055,0.6716425031019946,2.656714993796011,0.11943296826671962,*,*,
B.3,60,49,0.0,-20.0,44.0,1.259671446154915e-10,,*,
B.D,150,49,0.0,-20.0,44.0,1.259671446154915e-10,,*,
B.D.1.1,115,49,0.0,-20.0,44.0,1.259671446154915e-10,,*,
B.D.1.NmC1,0,49,0.0,-20.0,44.0,1.259671446154915e-10,,*,
