,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
XEC.2,921,18,245.97808476876784,,,,*,*,*
KP.3.3,1715,16,242.4680935306745,238.09183353496564,-190.1836670699313,0.2253726555394399,*,,
XEC.9,305,18,235.06347206213138,222.5835997286494,-159.1671994572988,4.1606892429571795e-08,,*,
XEC.33,169,29,229.91033020762637,221.1438997081953,-156.2877994163906,9.857827769066608e-09,,,
XEK.1.2,33,20,218.71935641781747,198.5461696312349,-111.0923392624698,1.5091275069943537e-18,,,
XEC.8,592,18,215.4572269535357,209.05847938441423,-132.11695876882845,5.5632991351333596e-14,,*,
XEC.4.6.1,13,16,212.67045402053446,206.01560388551104,-126.03120777102208,2.647925213157645e-15,,,
XEC.31,66,18,212.58506526073467,206.1880083090912,-126.3760166181824,3.1543308920465075e-15,,*,
XEC.28,39,18,212.11908162784485,205.7220246762013,-125.4440493524026,1.9714639624432643e-15,,*,
XEC.29,135,18,212.07810225667495,197.11796744114417,-108.23593488228835,3.629579374926471e-19,,*,
