,num_seq,t_ch_MAX,max_CL,CL@BC_t_ch_MAX,aic,PV,PV_OK,t_ch_MAX_OK,phyl_OK
A.D.5.NmC1,0,29,19.864665728244024,,,,*,*,*
A.D.2.2.NmC1,0,18,8.944099182943374,2.962803951446456,108.0743920971071,1.128072651053647e-06,,,
A.D.2.1,76,38,8.615739622353765,7.055657814409681,99.88868437118063,6.739093800835261e-05,*,,
A.D,2353,13,6.584848930777982,-139.4904863078978,392.9809726157956,1.5307936457017155e-68,,,
A.D.NmC2,0,13,5.505224346566464,-172.4411698354079,458.8823396708158,7.497448168947773e-83,,,
A.D.NmC1,0,7,3.232335012489982,-201.5169508232233,517.0339016464466,1.7692997280542532e-95,,,
A.3.1.NmC2,0,3,0.7842629544639835,-226.39687830376744,566.7937566075349,2.7704779691923793e-106,,,
A.3.1,1992,3,0.6250728530767242,-57.65704544751892,229.31409089503785,5.313804562463704e-33,,,
A.3.1.1,731,3,0.5252628294081298,-29.105732031497276,172.21146406299454,1.3320270235740604e-20,,,
A.D.3.6,757,3,0.5207514923468091,-120.72164106038709,355.44328212077414,2.170821309623064e-60,,,
